y/m/d,high(Åé),low(Åé),max_precipitation_10min(mm),daylight_hours(hours)
26/01/2011,9.7,1.4,0,7.3
27/01/2011,10.5,0.9,0,8
28/01/2011,8,0.4,0,9.3
29/01/2011,7.6,1.4,0,7.8
30/01/2011,6.1,0.6,0,5.1
31/01/2011,7.4,-1,0,9.7
01/02/2011,12.7,-0.8,0,9.6
02/02/2011,9,2.4,0,2.2
03/02/2011,11.9,2,0,9.6
04/02/2011,13.8,3.8,0,9.6
05/02/2011,11.4,3.8,0,4.7
06/02/2011,12.2,5.5,0,3.8
07/02/2011,13.8,4.5,0,9.4
08/02/2011,7.8,3.5,0.5,0.5
09/02/2011,9.1,1.2,1,5.2
10/02/2011,9.6,4.1,0,5.5
11/02/2011,5.5,0.8,0.5,0
12/02/2011,3.9,0.8,0.5,0.1
13/02/2011,8.7,-0.2,0,9.8
14/02/2011,6.6,0.3,1,0.4
15/02/2011,10.3,0.7,0.5,8
16/02/2011,12.2,1.6,0,9.8
17/02/2011,14.6,5.6,0,1.8
18/02/2011,14.5,5.3,4,5
19/02/2011,8.7,3.7,0,0.3
20/02/2011,9.1,5,0.5,0
21/02/2011,9.9,4.6,0,3.6
22/02/2011,11.2,3.1,0,10.3
23/02/2011,13,3.9,0,9.4
24/02/2011,14.2,8,0,0.5
25/02/2011,20.8,6.8,0,10.1
26/02/2011,10.8,3.8,0,10.6
27/02/2011,18.7,4.1,0,9.1
28/02/2011,9.5,2.2,1,0
01/03/2011,7.8,4.4,1,0
02/03/2011,10.3,2.6,0,1.5
03/03/2011,8.1,1.8,0,7.8
04/03/2011,8.3,1.9,0,9.4
05/03/2011,11.5,1.6,0,10.6
06/03/2011,15,2.9,0,6.8
07/03/2011,9.3,1,1,0
08/03/2011,10,2.6,0.5,3.5
09/03/2011,12,3.7,0,9.8
10/03/2011,10,2.7,0,9.2
11/03/2011,11.3,2.9,0,7.8
12/03/2011,12.9,2.3,0,9.9
13/03/2011,15.9,5.2,0,11
14/03/2011,20.2,6.7,0,7.6
15/03/2011,14,9.2,0,0.5
16/03/2011,13,3.5,0,7.9
17/03/2011,8.9,1.8,0,9.2
18/03/2011,10.1,1.2,0,11.3
19/03/2011,18.2,6.7,0,8.4
20/03/2011,17,9.4,0,6
21/03/2011,13.4,7.3,1.5,0
22/03/2011,7.6,5.7,0.5,0
23/03/2011,10,2.7,0.5,1.8
24/03/2011,8.1,2.9,0,4
25/03/2011,13.4,3.5,0,8.7
26/03/2011,11.6,4.3,0,11.7
27/03/2011,12,2.9,0,9
28/03/2011,12.7,4.4,0,11.4
29/03/2011,15.3,5.2,0,11.5
30/03/2011,16.5,6.7,0,10.6
31/03/2011,15.5,5.8,0,7.9
01/04/2011,15.7,6.6,0,11.8
02/04/2011,18.4,9.1,0,3.4
03/04/2011,9.9,6.9,0,0
04/04/2011,13.9,5.9,0,10.8
05/04/2011,15.4,4.3,0,12
06/04/2011,19.1,7.7,0,12
07/04/2011,20.6,10.3,0,5.3
08/04/2011,18.7,15.5,0,1.6
09/04/2011,18,12.3,0.5,0
10/04/2011,17.7,10.3,0,5.4
11/04/2011,19.3,8.6,1.5,5.9
12/04/2011,15.7,7.6,0.5,11.7
13/04/2011,20.5,7.1,0,11.9
14/04/2011,22.1,11.1,0,12
15/04/2011,22.5,13.7,0,8.1
16/04/2011,24.6,12.9,0,6.7
17/04/2011,17.6,9.6,0,9.3
18/04/2011,17.4,12.5,0,1.1
19/04/2011,18.1,7.3,2,2.9
20/04/2011,16.7,6.5,0,8.1
21/04/2011,16.2,8.8,0,2.1
22/04/2011,18.8,11.4,0,1.4
23/04/2011,17.9,14.8,6,0.3
24/04/2011,20,11.4,0,11.9
25/04/2011,20.1,10.9,0,8.3
26/04/2011,21,11.3,0,9.6
27/04/2011,24.4,14.9,0.5,8.2
28/04/2011,24.8,14.3,1.5,7.8
29/04/2011,19.1,12,0,7.6
30/04/2011,22.2,12.3,0,6.8
01/05/2011,21.1,15.4,1.5,0.5
02/05/2011,24.2,14.4,0,9.4
03/05/2011,18.2,13.5,1,0.1
04/05/2011,21.7,13.3,0,10.5
05/05/2011,17.2,13,0,0.1
06/05/2011,19.6,12.4,0,1.4
07/05/2011,18.4,15.4,0.5,0
08/05/2011,25.9,14.5,0,11.2
09/05/2011,23.8,14.8,0,7.9
10/05/2011,27.2,18.4,0.5,0.8
11/05/2011,18.5,13.9,1.5,0
12/05/2011,16.8,13.9,1,0
13/05/2011,24.4,16.1,0,2.9
14/05/2011,25.1,14.3,0,9.2
15/05/2011,25.6,13.9,0,11.2
16/05/2011,23.5,16.9,0,2.7
17/05/2011,21.7,15.3,1.5,0.5
18/05/2011,23.7,15.2,0,12.2
19/05/2011,25.7,15.4,0,12.7
20/05/2011,26.7,18.2,0,12.2
21/05/2011,27.6,19.3,0,11.8
22/05/2011,29.6,15.2,5,7.2
23/05/2011,18.3,12.8,1,0
24/05/2011,18.1,12.2,1,3.2
25/05/2011,23.8,12.9,0,11.3
26/05/2011,22.3,16.1,0,1.6
27/05/2011,20.6,17.1,0.5,0
28/05/2011,19.7,17.1,1,0
29/05/2011,19.1,16.2,3.5,0
30/05/2011,21.7,16.1,2.5,1.3
31/05/2011,18.7,12.2,0,4.4
01/06/2011,18.5,12.1,0,0.4
02/06/2011,17.4,14.3,1,0
03/06/2011,24,15.2,0,7.8
04/06/2011,26.3,18.8,0,10.9
05/06/2011,25.7,18.3,1.5,3.1
06/06/2011,28.6,17.4,0,11.4
07/06/2011,24,20.2,0,0.5
08/06/2011,22.7,17.4,0.5,1.6
09/06/2011,25.6,18.3,0,7.3
10/06/2011,24.9,20.6,0,0.5
11/06/2011,25.1,20.9,3,0.1
12/06/2011,26.2,20.8,0,0.3
13/06/2011,23.5,18.2,3,0
14/06/2011,24.6,19.7,0,0.6
15/06/2011,23.5,19.6,0,1.7
16/06/2011,23.7,18.4,0.5,0
17/06/2011,21,17.7,1.5,0
18/06/2011,22.2,18.8,1,0
19/06/2011,24.5,19.4,0,0.2
20/06/2011,26.5,21.5,0,1.7
21/06/2011,29.8,23,0.5,5.3
22/06/2011,31.9,21.8,0,12.4
23/06/2011,32.2,25.7,0,4
24/06/2011,32.7,26.1,0,7.1
25/06/2011,27.9,20.4,0,3.5
26/06/2011,22.7,19.8,0,0
27/06/2011,23.8,20.4,0.5,0
28/06/2011,31.9,22.7,0,7.9
29/06/2011,35.1,25.3,0,11.5
30/06/2011,33.6,25.2,0.5,5.3
01/07/2011,33.9,24.8,0,6
02/07/2011,28.9,24.4,0,2.2
03/07/2011,31.1,24.1,0,6.6
04/07/2011,34.3,26.9,0,6.9
05/07/2011,32.3,24.3,2,6.8
06/07/2011,32.5,25.4,0,10.4
07/07/2011,29.7,23.6,0,1.9
08/07/2011,31.4,26.5,0,0
09/07/2011,32.5,27.3,0,8.3
10/07/2011,33.6,26.4,0,13.3
11/07/2011,33.8,26.1,0,12.7
12/07/2011,32.3,26.2,0,10.5
13/07/2011,32.7,26.4,0,11.3
14/07/2011,33.4,25.9,0,11.3
15/07/2011,33.7,25.9,0,13.4
16/07/2011,33.3,26.4,0,13.1
17/07/2011,34.1,26.1,0,13.5
18/07/2011,34.8,27.4,0,5.3
19/07/2011,28.7,26.5,1,0
20/07/2011,28.7,21.1,2,0
21/07/2011,23.6,18.2,0.5,2.9
22/07/2011,24.2,18,0,5
23/07/2011,27.5,18.9,0,1.8
24/07/2011,30.3,22.7,0,7.9
25/07/2011,31.5,25.1,0,9.3
26/07/2011,30.4,25.4,0,1.9
27/07/2011,31.8,25.5,0,1.5
28/07/2011,29.6,24.1,0.5,0.1
29/07/2011,29.4,25,1,0.3
30/07/2011,29.7,23.1,8.5,2
31/07/2011,25.1,22.2,0,0
01/08/2011,27.3,22.1,0,0.3
02/08/2011,29.1,22,0,1.6
03/08/2011,29.3,24.4,11.5,0.9
04/08/2011,31.1,24.3,2.5,5.5
05/08/2011,31.2,25.1,5.5,3.4
06/08/2011,32.3,26,0,6.4
07/08/2011,34.5,26,12,7.2
08/08/2011,33.2,25.5,0,9.4
09/08/2011,33.9,27.4,0,9.9
10/08/2011,34.6,27.4,0,12.4
11/08/2011,35.2,28.2,0,8.4
12/08/2011,35.1,28.1,0,6.6
13/08/2011,34.5,27.2,0,9.7
14/08/2011,33.6,27.7,0,6.5
15/08/2011,33.2,27.4,0,9.4
16/08/2011,33.6,27.4,0,7.6
17/08/2011,33.8,27.5,0,8.7
18/08/2011,36.1,28.7,0,10.8
19/08/2011,30.9,22,8.5,0.3
20/08/2011,25.8,22.3,0,0
21/08/2011,23.5,19.3,1.5,0
22/08/2011,22.9,19.5,3,0
23/08/2011,30.9,21.4,0,4.8
24/08/2011,32,25.6,0,6
25/08/2011,29.3,25.1,1,0.4
26/08/2011,31.9,22.9,16.5,3.6
27/08/2011,27.5,21.9,0.5,0.1
28/08/2011,29.8,22.1,0,8.6
29/08/2011,29.8,23.1,0,7.4
30/08/2011,31.7,22.7,2,10.9
31/08/2011,30.4,21.6,4.5,2.1
01/09/2011,31.9,26,1.5,0.8
02/09/2011,31.9,24.9,11.5,4.1
03/09/2011,30.4,24.3,9,2.2
04/09/2011,29.4,25.6,1.5,3
05/09/2011,29,24.5,9,1.1
06/09/2011,29.3,21.8,6.5,1.9
07/09/2011,29.4,20.3,0,9.2
08/09/2011,29.7,21.8,0,10.4
09/09/2011,31.4,24.1,0,6
10/09/2011,32.3,25.6,0,9.9
11/09/2011,30.9,25.8,0,6.1
12/09/2011,32.5,25.7,0,10.7
13/09/2011,32.3,25.6,0,10.4
14/09/2011,32.3,25.2,0,8.3
15/09/2011,32.4,25.7,0,8.2
16/09/2011,31.7,25,5,6.3
17/09/2011,31.4,25.5,0,4.5
18/09/2011,31.7,26.2,0,11.3
19/09/2011,31.1,19.5,0.5,3.5
20/09/2011,21.5,18.7,2,0
21/09/2011,26.3,17.3,10.5,0
22/09/2011,29.5,18.5,1,5.7
23/09/2011,22.5,19,0,0.8
24/09/2011,24.8,15.9,0,8.8
25/09/2011,23.5,17.5,0,3.9
26/09/2011,20.2,17.5,0,0
27/09/2011,23.7,18.1,0,4.4
28/09/2011,24.3,16.7,0,8.8
29/09/2011,25.7,17.8,0,9.5
30/09/2011,29.6,19.3,0,6
01/10/2011,25.1,19.6,0,1.5
02/10/2011,20.1,17.4,0,0
03/10/2011,22.9,15.9,0,5.6
04/10/2011,22.2,14.9,0,9.9
05/10/2011,19,14.4,1.5,0
06/10/2011,25.5,15.9,1,5.8
07/10/2011,25.6,17.9,1,10.8
08/10/2011,23.2,16.5,0,6.3
09/10/2011,22.8,17,0,4.5
10/10/2011,24.3,17.5,2,5.9
11/10/2011,25.2,18.1,0,3.3
12/10/2011,23.4,17.5,0,6.7
13/10/2011,23.7,16.9,0,0.9
14/10/2011,25.4,17.4,3,5.5
15/10/2011,26.9,21.6,1,0.3
16/10/2011,29.7,20.6,1.5,6.2
17/10/2011,24.6,18.5,0,4.9
18/10/2011,21.1,16.5,0,3.5
19/10/2011,17.5,14.9,0,0
20/10/2011,20.8,14,0,1.3
21/10/2011,21.2,16.5,0.5,0
22/10/2011,23,16.3,5,0.1
23/10/2011,25.9,20.4,0,2.8
24/10/2011,22.7,19.4,0,0.9
25/10/2011,26.9,18.4,0,5.9
26/10/2011,20.3,13.4,0,9.2
27/10/2011,19.3,11.7,0,9.8
28/10/2011,19.9,11.2,0,9.4
29/10/2011,20.9,11.6,0,9.3
30/10/2011,19.6,14.4,0,3.3
31/10/2011,23.4,15.3,0,7.7
01/11/2011,21.4,14.3,0,9
02/11/2011,21,12.9,0,7.6
03/11/2011,21.3,15.6,0,0.7
04/11/2011,22,14.8,0,6.3
05/11/2011,22.2,15.2,0.5,2.6
06/11/2011,19.5,17.2,1,0
07/11/2011,22.7,15.9,0,7.2
08/11/2011,17.8,13.9,0.5,3.2
09/11/2011,16.6,11.7,0,1.9
10/11/2011,16.2,11.9,0,0.4
11/11/2011,14.4,11.2,1,0
12/11/2011,20.4,12.9,0,6.3
13/11/2011,21.7,13.6,0,8.6
14/11/2011,20.7,13.2,1,3.6
15/11/2011,16.4,11.8,0.5,1.8
16/11/2011,15.8,9.7,0,8.7
17/11/2011,19.7,9.5,0,9.4
18/11/2011,14.3,10.5,0,1.1
19/11/2011,22,12.1,3,0
20/11/2011,22.1,13.5,0,5.4
21/11/2011,16.5,9.3,0,5.9
22/11/2011,14.7,7.2,0,7.7
23/11/2011,15.6,8.6,0,8.6
24/11/2011,18.6,9.5,0,7.4
25/11/2011,15.7,8.1,0,9.4
26/11/2011,13.7,7.4,0,8.3
27/11/2011,14.9,7.2,0,5.6
28/11/2011,14.7,8.8,0,0
29/11/2011,17.7,11.7,0,1
30/11/2011,19.4,11.2,0,5.7
01/12/2011,11.6,5.5,0.5,0
02/12/2011,7.4,4.2,0.5,0
03/12/2011,18.9,6.7,2,0.5
04/12/2011,16.3,10.3,0,9.3
05/12/2011,16.3,8.3,0,9.2
06/12/2011,9.8,6.5,1,0
07/12/2011,13,6.7,0,8.1
08/12/2011,9.3,6.5,0.5,0
09/12/2011,7.4,2.7,0.5,2.5
10/12/2011,11.4,2.4,0,9.1
11/12/2011,14,2.6,0,9.1
12/12/2011,15,4.6,0,9
13/12/2011,13.5,6.4,0,8.9
14/12/2011,9.9,5.2,0.5,0
15/12/2011,16.5,5.2,0,8.9
16/12/2011,12.8,4.1,0,6.2
17/12/2011,10.4,2.8,0,9.1
18/12/2011,11.9,2,0,9
19/12/2011,9.5,3.4,0,8.4
20/12/2011,11.1,4,0,8.7
21/12/2011,8.5,2.9,0,5.2
22/12/2011,8,3.9,0,0.1
23/12/2011,8.2,3.8,0,3.4
24/12/2011,8.8,2.9,0,7.4
25/12/2011,8.7,2.1,0,6
26/12/2011,9.1,1.5,0,8.2
27/12/2011,9.2,1.8,0,9
28/12/2011,9.3,3.9,0,7.8
29/12/2011,10,2.1,0,8.9
30/12/2011,9.7,3.9,0,9.1
31/12/2011,10,1.8,0,6.5
01/01/2012,9.2,2.9,0,3.3
02/01/2012,10.9,3,0,4.6
03/01/2012,10.4,3.8,0,5.2
04/01/2012,9.4,2,0,7.7
05/01/2012,9.7,1.9,0,9.2
06/01/2012,9.8,2.9,0,5.9
07/01/2012,9.1,3.1,0,9.1
08/01/2012,9.6,2.6,0,8.2
09/01/2012,9.4,2.8,0,9
10/01/2012,9.8,2.5,0,7.6
11/01/2012,11.1,2.1,0,4.7
12/01/2012,7.2,0.7,0,6.1
13/01/2012,11,0,0,9.3
14/01/2012,8.9,2.5,0,6.2
15/01/2012,6.5,2.3,0,1.3
16/01/2012,5.6,3,0,0
17/01/2012,7.9,2.7,0,6.3
18/01/2012,9.1,1.5,0,8.3
19/01/2012,10.2,2.5,0,3.6
20/01/2012,5.7,1.9,0.5,0
21/01/2012,3.7,2.7,1,0
22/01/2012,8,3.2,0.5,0.6
23/01/2012,8.2,0.6,1.5,0
24/01/2012,5,0.8,0.5,5.6
25/01/2012,9.3,-0.1,0,8.5
26/01/2012,6.4,0.5,0,9.7
27/01/2012,8,-1,0,8.2
28/01/2012,6.1,-0.1,0,7.4
29/01/2012,6.8,1,0,8.4
30/01/2012,6.4,1.2,0,9.4
31/01/2012,8.1,0.2,0,9.6
01/02/2012,12.4,0.1,0,6.2
02/02/2012,6,0.7,0,8.7
03/02/2012,6.7,-1,0,9.5
04/02/2012,10.8,-1,0,9.8
05/02/2012,9,2.6,0,3.5
06/02/2012,5.9,3.8,0.5,0
07/02/2012,10,5,2,0
08/02/2012,9.9,3.8,0,0.3
09/02/2012,8.1,0.4,0,9.5
10/02/2012,9.4,2.1,0,8.4
11/02/2012,9.1,1.1,0,7.2
12/02/2012,9.5,1.2,0,9.9
13/02/2012,9.2,1.8,0,2.7
14/02/2012,6.9,3.7,0.5,0
15/02/2012,12.7,4.9,0,0.6
16/02/2012,5.6,1.7,0.5,0
17/02/2012,8.8,1.1,0.5,5.9
18/02/2012,6.4,0,0.5,9.8
19/02/2012,7.6,-0.6,0,8.7
20/02/2012,10.4,0.7,0,10
21/02/2012,12.6,2.9,0,10.1
22/02/2012,9.8,5.8,0,3.1
23/02/2012,11.5,5.1,1.5,2.7
24/02/2012,15.4,8.3,0,7.7
25/02/2012,10.2,3.6,1.5,0
26/02/2012,9.2,4,0,0.4
27/02/2012,9.2,1.9,0,5.7
28/02/2012,6.9,0.3,0,8.2
29/02/2012,5.4,0.7,1,0
01/03/2012,12.4,3.3,0,3.1
02/03/2012,10.4,4,0.5,0
03/03/2012,11.6,3.8,0.5,6.4
04/03/2012,6.6,3.5,0.5,0
05/03/2012,10.1,2.5,1.5,0
06/03/2012,15.1,8,1,4.2
07/03/2012,15.7,11,0,0.3
08/03/2012,11.1,7.9,0,0
09/03/2012,9.7,5.3,0.5,0
10/03/2012,7.6,2,1,0.1
11/03/2012,11.1,4.1,0,4.9
12/03/2012,12.6,2.9,0,7.4
13/03/2012,10.7,3.4,0,10.6
14/03/2012,10.4,3.2,0,9.3
15/03/2012,13.6,3.6,0,11.2
16/03/2012,11.1,3.3,0,9.2
17/03/2012,10.3,4.6,1,0
18/03/2012,11.8,6.5,0.5,0
19/03/2012,12.2,6.4,0,6.5
20/03/2012,12.1,4.2,0,8.7
21/03/2012,11.6,4.9,0,10.2
22/03/2012,14.8,4.2,0,3.5
23/03/2012,12.2,7.8,0.5,0
24/03/2012,11.6,5.9,0.5,1.8
25/03/2012,13.8,5.1,0,8.1
26/03/2012,12.1,4.6,0,7.2
27/03/2012,14,4.4,0,11.9
28/03/2012,17.1,5.9,0,8.8
29/03/2012,16.3,7,0,11.9
30/03/2012,19.4,11.6,0,3.7
31/03/2012,18.9,8.4,1.5,0.7
01/04/2012,14.7,5.8,0,9.3
02/04/2012,14.9,6.6,0,11
03/04/2012,17.7,9.7,4,2
04/04/2012,15.2,8.9,0,10.7
05/04/2012,20.8,10.2,0,10.2
06/04/2012,16,8,0.5,8
07/04/2012,13.8,5.1,0,7.9
08/04/2012,13.5,5.1,0,9.9
09/04/2012,23.8,8,0,11
10/04/2012,19.2,13.1,0,9.1
11/04/2012,18.3,12.8,2,0
12/04/2012,23,11.3,0,11.7
13/04/2012,23,12.7,1,5.6
14/04/2012,12.8,8.8,1,0
15/04/2012,16.3,8.7,0,8.9
16/04/2012,16.6,8.6,0,5.1
17/04/2012,19.1,12,0.5,3
18/04/2012,19.9,11.2,0,7.6
19/04/2012,17.6,11.8,0,1
20/04/2012,16.7,11.4,0,0.3
21/04/2012,14.6,10.1,0,0
22/04/2012,13.1,9.3,0.5,0
23/04/2012,15.7,10.5,0.5,0
24/04/2012,24.3,14.1,0.5,8.2
25/04/2012,22.6,15.6,0,4.1
26/04/2012,21.3,16.5,0.5,0.1
27/04/2012,17.6,15.7,1,0
28/04/2012,23.2,15.6,0,7.7
29/04/2012,26,14.9,0,9.7
30/04/2012,23.3,19,0,0.3
01/05/2012,22.8,19,0.5,2.3
02/05/2012,20.9,16.9,1.5,0
03/05/2012,19.2,16.7,4,0
04/05/2012,21.9,17.1,1,1.2
05/05/2012,26.2,16,0,12.3
06/05/2012,26.2,16,1,7.6
07/05/2012,22.2,14,0,11.3
08/05/2012,25,15.8,0,7.1
09/05/2012,22.4,15.7,1,0
10/05/2012,23.3,14.3,1,7.6
11/05/2012,21.9,13.8,0,11.9
12/05/2012,21,12.8,0,8.4
13/05/2012,22.3,11.9,0,10.8
14/05/2012,24.6,14.9,0,11.8
15/05/2012,20.6,17.2,1,0
16/05/2012,27.2,16.8,0,8.2
17/05/2012,26.9,18.2,0,3.6
18/05/2012,23.4,15.2,1,7.3
19/05/2012,25.2,14.7,0,11.6
20/05/2012,24.8,18.6,0,5.3
21/05/2012,23.9,16.5,0,6.9
22/05/2012,16.6,13.1,1.5,0
23/05/2012,25,13.3,0,8.3
24/05/2012,27.1,17.6,0,9.3
25/05/2012,22.1,18.3,0,0.1
26/05/2012,25,17.4,0,5.9
27/05/2012,27,19.3,0,12.5
28/05/2012,25,17.6,4,7.9
29/05/2012,25,16.9,0.5,6
30/05/2012,24,16.5,0,6
31/05/2012,24,17.2,0,4.2
01/06/2012,25.9,19.3,1,2.6
02/06/2012,25.9,18,0,7.9
03/06/2012,24.2,17,0.5,2.8
04/06/2012,26.5,17.7,0,9.9
05/06/2012,23.5,20.5,0,0
06/06/2012,21.5,17.3,1,0
07/06/2012,24.7,17.1,0,9
08/06/2012,27.8,19.5,0.5,9.5
09/06/2012,21.8,18,1.5,0
10/06/2012,27.9,18.2,1,5.6
11/06/2012,23.3,17.5,0.5,0.3
12/06/2012,18.7,15.8,1,0
13/06/2012,21,15.2,0.5,1.2
14/06/2012,23.6,15.7,0,8.5
15/06/2012,24.8,16,0,7.3
16/06/2012,21.5,19.3,0.5,0
17/06/2012,27.8,19.7,1,3.4
18/06/2012,27.6,22.2,0,5.1
19/06/2012,27.2,22.6,5,0
20/06/2012,30.2,22.4,0,4.9
21/06/2012,26.5,21.5,0,0.2
22/06/2012,23.1,18.2,6.5,0.1
23/06/2012,24.9,20.6,0,1.8
24/06/2012,26.1,19.6,0,3.9
25/06/2012,20,17.1,0,0.4
26/06/2012,23.6,15.8,0,12.9
27/06/2012,25.1,15.9,0,11.2
28/06/2012,25.3,19.4,0,3.2
29/06/2012,27.2,20.9,0,5.6
30/06/2012,27.5,20.4,0,8
01/07/2012,24.7,19.7,1,0.6
02/07/2012,27,19.3,1,3.9
03/07/2012,27.7,21.7,1,1.3
04/07/2012,29,21.1,1,9.9
05/07/2012,29.4,24.2,0,1.6
06/07/2012,28.8,22.8,1,0.3
07/07/2012,25.1,20.8,4,0
08/07/2012,26.6,19.9,1,4.3
09/07/2012,28.9,20.4,0,12.1
10/07/2012,31,23.4,0,11.7
11/07/2012,30.9,23.5,0,11.9
12/07/2012,27.4,25.6,1,0
13/07/2012,31,24.7,3,3
14/07/2012,33,24.7,7.5,5.5
15/07/2012,32.7,26.9,0,7.8
16/07/2012,33,27,0,9.4
17/07/2012,34.4,27,0,10.1
18/07/2012,32.1,25.7,0,7.7
19/07/2012,35.1,21.9,0,8.1
20/07/2012,22.2,18.2,2.5,0
21/07/2012,21.9,17.4,3,0
22/07/2012,23.3,18.8,0,0
23/07/2012,29,21,0,3.6
24/07/2012,31.8,23.8,0,1.5
25/07/2012,33.2,25.4,0,6.8
26/07/2012,35.4,26.8,0,8.9
27/07/2012,34.2,27.1,0,9.3
28/07/2012,33.3,27.5,0,9.5
29/07/2012,33.1,27.3,0,9.8
30/07/2012,33.3,27.3,0,12.2
31/07/2012,33.9,26.5,0,10.5
01/08/2012,33.1,27.1,0,5.9
02/08/2012,34.7,27.2,0,9.6
03/08/2012,34,27.3,0,8.1
04/08/2012,31.8,26.1,0,2.6
05/08/2012,34.2,26.6,0,10.3
06/08/2012,29.4,25.3,3,1.6
07/08/2012,32.4,25.5,0,7.6
08/08/2012,29.6,23.4,0,6.6
09/08/2012,30.2,22.9,0,7.9
10/08/2012,31.2,23.8,0,5.9
11/08/2012,31.6,27.2,0,2.2
12/08/2012,30.9,25.2,0.5,4.2
13/08/2012,34.5,26.3,0,9.4
14/08/2012,30.6,26.4,0.5,2.2
15/08/2012,33.4,25.9,0,3.1
16/08/2012,34.5,27.5,0,7
17/08/2012,35.7,27.5,0,8.3
18/08/2012,30.8,25.5,5.5,2.3
19/08/2012,33.1,26.4,0,11.5
20/08/2012,33,25,0,9.4
21/08/2012,34,26.5,0,11.8
22/08/2012,33.5,27,0,11
23/08/2012,34.2,26.8,0,11.7
24/08/2012,35.2,27,0,10.6
25/08/2012,34.4,27,0,9.3
26/08/2012,34.8,26.8,0,10.2
27/08/2012,35,27,0,10.9
28/08/2012,33.8,27.3,0,9.6
29/08/2012,32.5,26.7,0,7.4
30/08/2012,35.6,26.9,0,9.9
31/08/2012,33.8,27.6,0,7.9
01/09/2012,31.4,24.3,12,4.3
02/09/2012,28.6,23.7,6,2.3
03/09/2012,30.6,24.2,0.5,2.8
04/09/2012,31.4,24.1,2,4.6
05/09/2012,33.2,24.6,0,8.1
06/09/2012,32.9,23.7,0.5,3.5
07/09/2012,31.4,23.8,0,6.4
08/09/2012,32.5,25.8,0,6
09/09/2012,32.8,26.2,0,10.2
10/09/2012,33.1,26.3,0,9.7
11/09/2012,33.5,25.6,0,9.9
12/09/2012,32.9,24.4,0,9.4
13/09/2012,33.8,25.3,0,11.4
14/09/2012,32.1,26.4,0,9.2
15/09/2012,32.3,26.2,0,8.5
16/09/2012,31.7,26.1,3,4.6
17/09/2012,30.7,25.1,3,4.8
18/09/2012,31.8,24.8,3.5,4.6
19/09/2012,29.1,23.6,16,0.4
20/09/2012,31,24.8,0,9.5
21/09/2012,26.9,23.1,10.5,2
22/09/2012,25.2,20,4,1.3
23/09/2012,22.5,18.5,2.5,0
24/09/2012,28.1,19,8.5,7.5
25/09/2012,22.4,18,2,0
26/09/2012,25.5,18.7,0,7
27/09/2012,24.8,18.4,0,4.1
28/09/2012,25.1,19.6,0,0.1
29/09/2012,28.1,21.8,0,6
30/09/2012,29.5,22.3,7,6.2
01/10/2012,31,24.7,0,11.1
02/10/2012,26.5,21.8,0,1.7
03/10/2012,22.7,18.4,1,0
04/10/2012,27.3,18.3,13.5,6.1
05/10/2012,28.1,20.1,0,7.4
06/10/2012,27.9,20.7,1.5,4.2
07/10/2012,20.9,17.1,7,2.1
08/10/2012,23.1,17.7,0,6
09/10/2012,22.6,16.6,0,2.5
10/10/2012,23,15.6,0.5,4
11/10/2012,25,17.6,0,4.8
12/10/2012,24.7,16.9,0,6.1
13/10/2012,24.6,17.3,0,9.4
14/10/2012,19.5,16.2,0,0.2
15/10/2012,25.7,16.9,0,6.8
16/10/2012,22.5,15.9,0,9.6
17/10/2012,23.4,14.7,4,2.8
18/10/2012,20.6,13.9,2.5,0
19/10/2012,20.1,12.5,1,8.2
20/10/2012,21.5,13.9,0,7.2
21/10/2012,25.5,13.6,0,9.9
22/10/2012,23.3,15.4,0,5.5
23/10/2012,25.2,15.1,3,1.2
24/10/2012,20.8,14.1,0,9.7
25/10/2012,19.3,14.1,0,0.8
26/10/2012,22.5,13.4,0,9
27/10/2012,20.8,15.9,0,5.1
28/10/2012,16.4,14.4,3,0.5
29/10/2012,22.7,14.4,2.5,9.2
30/10/2012,17.9,11.8,0,1.5
31/10/2012,18.7,12,0,4
01/11/2012,21.5,10.6,0,9.4
02/11/2012,19.1,12.4,0,9
03/11/2012,18,11.6,0,4.2
04/11/2012,19.2,11.6,0,9.6
05/11/2012,16,10.7,0,0.1
06/11/2012,16.1,12.6,3.5,0
07/11/2012,20.3,12.9,0,7.9
08/11/2012,20.5,10.4,0,7.1
09/11/2012,20.6,14.4,0,3.5
10/11/2012,20.1,12.9,0,9.7
11/11/2012,15.1,11.5,1,0.2
12/11/2012,19,12.1,1,2.9
13/11/2012,18,12.3,0,3.5
14/11/2012,19.2,10.1,0,8.4
15/11/2012,16.3,8,0,8.6
16/11/2012,17.2,9.1,0,9.6
17/11/2012,17.2,10.1,6,0
18/11/2012,17.1,9.8,0,9.5
19/11/2012,9.9,6.6,0,0.4
20/11/2012,17.9,5.7,0,9.2
21/11/2012,15,8.9,0,9.2
22/11/2012,14.3,7.9,0,3
23/11/2012,13.3,7.9,0.5,0
24/11/2012,12.8,8.3,0.5,3.9
25/11/2012,12.4,6.1,0,8.8
26/11/2012,13.2,6.6,4.5,0
27/11/2012,13.7,7.2,0,9.1
28/11/2012,8.5,5.7,0.5,0.3
29/11/2012,16,4.4,1,5.9
30/11/2012,12.4,9.4,0,0.3
01/12/2012,10.4,5.1,0,2.5
02/12/2012,8.6,3.3,0.5,4.4
03/12/2012,9.2,3.4,0.5,0
04/12/2012,13.5,7.8,1,0.3
